District,Ad,FM_Numbers,BDI,Short_Description,Number_of_Contracts_Awarded,Contract_Threshold,Major_Work_Types,Minor_Work_Types,Under_Utilized_Work_Groups,Contract_Amount_Limit,Advertisement_Date,Response_Deadline_Date_Time,Shortlist_Selection_Date,Final_Selection_Date,Selection_Method,Standard_Notes
05,23547,,No,I-4 at SR 535; SR 536 to Darryl Carter Pkwy (CEI Group 234),1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete"," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI 
 10.5.2-Major Bridge CEI - Steel"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,200,000.00",02/13/2023,02/27/2023 05:00 PM,03/20/2023,04/17/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
05,23548,,No,CEI Group 233,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,700,000.00",02/27/2023,03/13/2023 05:00 PM,04/03/2023,04/17/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23549,,No,CEI Group 227,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,000,000.00",02/20/2023,03/06/2023 05:00 PM,03/27/2023,04/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
06,22656, 44900712201,No,SR 934/NE 79 ST Over Intracoastal Canal 4 Bridges: 870083;-5,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,730,000.00",02/14/2022,02/28/2022 05:00 PM,03/21/2022,05/02/2022, Letter of Response and Oral Presentation," Standard Note 8  
 Standard Note 13"
06,22657, 44022822201,No,I-195/SR 112 from NW 12th Avenue to Alton Road/SR 907,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.2.1-Major Bridge Design - Concrete"," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,000,000.00",01/31/2022,02/14/2022 05:00 PM,03/07/2022,04/18/2022, Letter of Response and Oral Presentation," Standard Note 8  
 Standard Note 13"
06,23601, 43466423201,No,Districtwide Traffic Operations Safety Studies Consultant,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies, 3.1-Minor Highway Design,,"$1,500,000.00",03/21/2022,04/04/2022 05:00 PM,05/02/2022,06/06/2022, Letter of Response and Interview, Standard Note 9 
06,23602, 43520163201,No,District Signal Retiming Continuing Services,1,Technically Prequalified & Unlimited Audit required, 6.2-Traffic Signal Timing," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.3-Signalization 
 13.7-Transportation Statistics",,"$5,000,000.00",03/21/2022,04/04/2022 05:00 PM,05/02/2022,06/06/2022, Letter of Response and Interview, Standard Note 9 
06,23603," 44780013201 
 44780113201",No,SR 860/Miami Gardens Dr from West of NW 27th Ave,2,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$641,000.00",02/28/2022,03/14/2022 05:00 PM,04/04/2022,05/16/2022, Letter of Response and Interview, Standard Note 8 
06,23604,,No,SR 860/Miami Gardens Drive from West of NW 2nd Ave,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$264,000.00",02/28/2022,03/14/2022 05:00 PM,04/04/2022,05/16/2022, Letter of Response and Interview, Standard Note 8 
06,23605, 44560927201,No,Districtwide In-depth Inspection of State Bridges,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.3-Complex Bridge Inspection", 5.4-Bridge Load Rating,,"$5,000,000.00",03/28/2022,04/11/2022 05:00 PM,05/02/2022,06/06/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
06,23608," 44391716201 
 44391816201 
 44391826201 
 44391916201",No,022 SD CCEI Groupings Contracts,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",04/18/2022,05/02/2022 05:00 PM,06/06/2022,06/27/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
06,23609," 44780313201 
 44780313202",No,SR 953/LeJeune Road/NW 42nd Ave from North of NW 103rd St.,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$600,000.00",04/25/2022,05/09/2022 05:00 PM,06/06/2022,07/11/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
06,23610, 44600313201,No,SR 972/Coral Way/SW 22nd St (WB) from East of SW 22nd Ave.,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$335,000.00",04/25/2022,05/09/2022 05:00 PM,06/06/2022,07/11/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
06,23611, 42928663201,No,Traffic Engineering Support Services Consultant,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies, 6.2-Traffic Signal Timing,,"$1,500,000.00",04/25/2022,05/09/2022 05:00 PM,06/06/2022,07/11/2022, Letter of Response and Interview, Standard Note 9 
06,23612, 44820612201,No,SR 5/US-1 Long Key Bridge over Long Key Channel,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 4.2.1-Major Bridge Design - Concrete"," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$10,400,000.00",03/14/2022,03/28/2022 05:00 PM,04/18/2022,05/31/2022, Letter of Response and Oral Presentation, Standard Note 8 
06,23613, 43389142201,No,Monroe County Coastal Storm Risk Study,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 13.3-Policy Planning 
 13.4-Systems Planning 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$1,500,000.00",06/20/2022,07/05/2022 05:00 PM,07/25/2022,09/06/2022, Letter of Response and Interview, Standard Note 9 
06,23614, 43794711201,No,Freight Village Analysis Study Countywide,1,Technically Prequalified & Unlimited Audit required," 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning"," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics",,"$700,000.00",06/20/2022,07/05/2022 05:00 PM,07/25/2022,09/06/2022, Letter of Response and Interview, Standard Note 9 
06,23616, 44780413201,No,SR 959/Red Road/SW-NW 57th Ave from North of SW 8th St.,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$450,000.00",05/23/2022,06/14/2022 05:00 PM,06/27/2022,08/08/2022, Letter of Response and Interview, Standard Note 8 
06,23617, 44780913201,No,SR 953/LeJenue Rd from North of SW 8th St to S of NW 11th St,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$450,000.00",05/16/2022,05/31/2022 05:00 PM,06/27/2022,08/08/2022, Letter of Response and Interview, Standard Note 8 
06,23618, 44781013201,No,SR 5/ US-1/ Overseas Highway from MM 87.16 to MM 90.02,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$530,000.00",05/16/2022,05/31/2022 05:00 PM,06/27/2022,08/08/2022, Letter of Response and Interview, Standard Note 8 
06,23619, 40952183201,Yes,Districtwide Traffic Operations Studies Consultant,1,Technically Prequalified & Unlimited Audit required," 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing"," 3.1-Minor Highway Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization",,"$1,500,000.00",05/23/2022,06/14/2022 05:00 PM,07/11/2022,08/22/2022, Letter of Response and Interview, Standard Note 7 
06,23620, 25060553201,Yes,Districtwide Miscellaneous PE Design Consultant,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,500,000.00",05/23/2022,06/06/2022 05:00 PM,06/27/2022,08/08/2022, Letter of Response and Interview, Standard Note 7 
06,23621, 43263973201,No,SR 90/SW 8th Street/SW 7th Street and I-95 Interchange,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design,,,"$2,000,000.00",02/13/2023,02/27/2023 05:00 PM,03/20/2023,05/01/2023, Letter of Response and Interview, Standard Note 9 
06,23622," 44780813201 
 44780813202",No,SR 90/US-41/SW 7th St from East of SW 27th Ave to West,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design,,,"$646,000.00",07/11/2022,07/25/2022 05:00 PM,08/22/2022,10/03/2022, Letter of Response and Interview, Standard Note 9 
06,23623, 44390513201,Yes,SR 90/US41/SW 7th St from Brickell Ave to West of SW 2nd Ave,1,"Projects less than $500,000 (Technical Qualification only)", 3.2-Major Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying",,"$205,000.00",07/18/2022,08/01/2022 05:00 PM,08/22/2022,10/03/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
06,23625, 41842362201,No,SR 826/Palmetto Exwy from SR 968/West Flagler St to NW 154St,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$6,000,000.00",01/17/2023,01/30/2023 05:00 PM,02/20/2023,04/03/2023, Letter of Response and Interview, Standard Note 8 
06,23626, 25218031201,No,Transportation System Planning & Statistics Support,1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics, 13.4-Systems Planning,,"$1,500,000.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/09/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
06,23627, 44599913201,Yes,SR 7/SW 8th Ave/NW 7th Ave from North NW 3rd St,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$125,000.00",08/29/2022,09/12/2022 05:00 PM,10/03/2022,11/07/2022, Letter of Response and Interview, Standard Note 7 
06,23628, 25218021203,Yes,Transportation System Planning & Statistics Support (BDI),1,Technically Prequalified & Unlimited Audit required, 13.7-Transportation Statistics, 13.4-Systems Planning,,"$1,500,000.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/24/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
06,23629, 25069683201,No,Districtwide Location Survey Consultant,2,Technically Prequalified & Unlimited Audit required," 8.2-Design, Right of Way, Construction Surveying"," 8.1-Control Surveying 
 8.4-Right of Way Mapping",,"$1,500,000.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/24/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
06,23631, 25060833201,No,Districtwide Aerial Photography,1,Technically Prequalified & Unlimited Audit required, 8.3-Photogrammetric Mapping," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping",,"$1,500,000.00",08/29/2022,09/13/2022 05:00 PM,10/03/2022,11/07/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
06,23632," 44822211201 
 44822221201",No,Districtwide Systems Planning Consultant Support,2,Technically Prequalified & Unlimited Audit required," 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning"," 3.1-Minor Highway Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$1,500,000.00",08/29/2022,09/12/2022 05:00 PM,10/03/2022,11/07/2022, Letter of Response and Interview, Standard Note 8 
06,23634, 44619213201,No,SR 5/ US-1 Overseas Highway over Bahia Honda Channel,1,Technically Prequalified & Unlimited Audit required, 4.1.2-Minor Bridge Design, 3.1-Minor Highway Design, GROUP 4-Highway Design - Bridges,"$1,200,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
06,23635, 44623913201,No,SR 826 Frontage Road at NW 77th Court,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$430,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Interview, Standard Note 8 
06,23638, 44561027201,No,Structure Inspections - Miami-Dade County,1,Technically Prequalified & Unlimited Audit required," 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection", 5.4-Bridge Load Rating,,"$5,000,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
06,23641," 25063343201 
 25063346201",No,Districtwide Constructability Review Consultant,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,500,000.00",12/26/2022,01/09/2023 05:00 PM,02/06/2023,03/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
06,23642, 42928543201,No,Traffic Engineering Studies & Engineering Reviews Consultant,1,Technically Prequalified & Unlimited Audit required, 6.1-Traffic Engineering Studies," 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 13.7-Transportation Statistics",,"$1,500,000.00",05/23/2022,06/06/2022 05:00 PM,06/27/2022,08/08/2022, Letter of Response and Interview, Standard Note 9 
06,23647, 25060563201,Yes,Districtwide Miscellaneous PE Design Consultant,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,500,000.00",07/18/2022,08/01/2022 05:00 PM,08/22/2022,10/03/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
06,23648, 44599713201,No,SR 916/ NW 138th St. from NW 67th Ave. to NW 57th Ave.,1,"Projects less than $500,000 (Technical Qualification only)", 3.1-Minor Highway Design," 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 15.0-Landscape Architect", GROUP 15-Landscape Architect,"$260,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Interview, Standard Note 8 
06,23649, 44601113201,No,SR 5/ US-1/ North Roosevelt Boulevard from Eisenhower Dr.,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design,,,"$750,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/21/2022, Letter of Response and Interview, Standard Note 9 
06,23650," 43044436201 
 44462216201",No,022 North Dade CCEI Groupings,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",05/16/2022,05/31/2022 05:00 PM,06/20/2022,07/11/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
06,23651, 43852112201,No,SR 953/NW 42 Ave with SR 948/NW 36 St & SR 25/Okeechobee Rd,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies,,,"$2,000,000.00",01/17/2023,01/31/2023 05:00 PM,02/20/2023,04/03/2023, Letter of Response and Interview, Standard Note 9 
06,23652,,No,022 CEI Hybrid Support Contract,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",05/09/2022,05/23/2022 05:00 PM,06/27/2022,07/25/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23701,,No,Emergency Response Bridge Eval & Eng Services D1 & D7 - cont,1,Technically Prequalified & Unlimited Audit required, 5.1-Conventional Bridge Inspection," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection","$5,000,000.00",02/21/2022,03/14/2022 05:00 PM,03/21/2022,04/25/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
07,23702,,No,Miscellaneous Design Support - continuing,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$5,000,000.00",03/21/2022,04/04/2022 05:00 PM,04/18/2022,05/23/2022, Letter of Response and Interview, Standard Note 8 
07,23703, 41673326201,No,SR50/Cortez Blvd fr Cobb Rd to W of Buck Hope Rd,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,635,346.00",04/04/2022,04/18/2022 05:00 PM,05/02/2022,05/23/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23704,,No,CEI Hybrid Projects Managed by Tampa Operations - continuing,2,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",04/18/2022,05/02/2022 05:00 PM,05/16/2022,06/06/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23705,,No,CEI Hybrid Projects Managed by Pinellas Operations - cont,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00",04/18/2022,05/02/2022 05:00 PM,05/16/2022,06/06/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23706," 44166116201 
 44605116201",No,SR60 fr E of Clarence Gordon Jr Rd to Polk CoL,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,602,670.00",08/29/2022,09/13/2022 05:00 PM,09/26/2022,10/17/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23707, 44538016201,No,I-4/SR400 fr E of McIntosh Rd to E of County Line Rd,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,656,173.00",10/17/2022,10/31/2022 05:00 PM,11/14/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23708," 44586516201 
 44600916201",No,I-275/SR93 fr 54th Ave S to 5th Ave & I-375/SR592 fr I-275,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,725,969.00",10/24/2022,11/07/2022 05:00 PM,11/21/2022,12/12/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
07,23709," 43057323201 
 43057333201",No,I-75/I-275 fr County Line Rd to SR 56 (Phase II),1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$9,306,837.00",06/06/2022,06/20/2022 05:00 PM,07/05/2022,08/08/2022, Letter of Response and Oral Presentation, Standard Note 8 
